Postal_Code,Building_Name,Location_Description
69547,Frasers Tower,Level 6 Arup Singapore Pte Ltd (Near Reception Counter)
787601,Tagore 23 Warehouse,Level 1 Guard House
48619,Republic Plaza,Level 1 Fire Command Centre
48619,Republic Plaza,Level 1 Republic Plaza Tower 2 Office Lobby
819664,Crowne Plaza Changi Airport,Level 2 Fire Lift Lobby At Crowne Plaza Extension
819664,Crowne Plaza Changi Airport,Level 1 Outside Fire Command Centre
819664,Crowne Plaza Changi Airport,Level 2 Gym
79914,Mapletree Anson,Level 1 Outside Fire Command Centre
69542,GB Building,Level 1 Main Lobby
48979,Malacca Centre,Level 1 Security Counter
787600,Liberty Warehouse,Level 2 Lift Lobby
79909,Springleaf Tower,Level 1 Main Lobby Reception Area
68911,Robinson Point,"Level 1 Back Of House,Loading & Unloading Bay"
797566,,Level 1 Airbus Asia Training Centre (Beside IT Server Room)
49318,Income At Raffles,Level 1 Outside Fire Command Centre
787602,Singapore G Building,Level 1 Fire Command Centre
787602,Singapore G Building,Level 5 Gym
39802,Esplanade Mall,Level 1 Toilet Annexe Studio
797547,,Level 1 Wah Son Engineering (Main Lobby)
588398,,Level 1 Clinic (Near Guard House)
658713,West Mall,"Level 1 On Pillar, Outside Starbucks (#01-31)"
658713,West Mall,Level 1 Outside Fire Command Centre
658713,West Mall,"Level 3 On Pillar, Outside Value Dollar (#03-20)"
608830,CWT Jurong East Logistics Centre,Level 1 Guard House
417840,Extra Space Eunos,Level 1 Lift Lobby
339779,Extra Space Boon Keng,Level 1 Loading Bay Beside Mailbox
169633,Furama Riverfront Singapore,Level 1 Main Entrance
219924,Hilton Garden Inn Singapore Serangoon,Level 1 Lobby Business Centre
238883,Hilton Singapore,Level 1 Fire Command Centre
238883,Hilton Singapore,Level 23 Gym Area
239920,UE Square,"Level 1 Office Block, Outside Fire Command Centre"
239920,UE Square,"Level 1 Office Block, Beside Security Counter"
238855,The Heeren,Level 2 Next To FCC (Lobby Entrance)
588996,Bukit Timah Plaza,"Level B1 On Pillar, Beside Information Counter"
588996,Bukit Timah Plaza,"Level 1 Sherwood Towers Maisonette Lift Lobby, Beside Letterbox"
588996,Bukit Timah Plaza,Level 2 Outside #02-36
588998,Sherwood Towers,"Level 5 Sherwood Towers, Outside Multi-Function Room"
588998,Sherwood Towers,"Level 1 Sherwood Towers, Security Counter"
239924,Singapore Shopping Centre,Level 1 Security Counter
207706,Mustafa Centre,Level 1 Entrance 3 Counter
207704,Mustafa Centre,Level 1 Entrance 4 Counter
608587,Quek Industrial Building,Level 1 Lift Lobby
258352,RELC Building,Level 1 Near Reception Counter
258352,RELC Building,Level 9 Staff Lift Lobby
288139,Swiss Club,Level 1 Reception
68805,Shenton House,Level 1 Security Counter
59567,Central Mall,Level 1 Office Tower Main Lobby (Security Counter)
59804,Furama City Centre Singapore,Level 2 Hotel Lobby
38983,Suntec City Mall,"Level 2 Atrium 3 & 4, Customer Service Counter"
38983,Suntec City Mall,"Level 1 North Atrium, Customer Service Counter"
38985,Suntec Tower Five,"Level 2 Office Tower 5, Concierge Counter"
38986,Suntec Tower Four,"Level 1 Office Tower 4, Concierge Counter"
38987,Suntec Tower One,"Level 1 Office Tower 1, Concierge Counter"
38988,Suntec Tower Three,"Level 1 Office Tower 3, Concierge Counter"
38989,Suntec Tower Two,"Level 1 Office Tower 2, Concierge Counter"
408555,Focus One,Level 1 Security Office
534963,Da Jin Factory Building,Level 1 Lift Lobby
179434,The Treasury,Level 1 Security Lobby
89053,Tanjong Pagar Complex,Level 1 Fire Command Centre
537083,SIIX Building,Level 1 Lift Lobby
408942,StarHub Green,Level 1 Fire Command Centre
409839,Zhaolim Building,Level 1 Lift Lobby
609039,CWT Logistics Hub 1,Level 4 Reception
569503,,Level 1 Loading Bay (Lift Lobby)
349281,Extra Space Kallang Way,Level 1 Loading & Unloading Bay (Lift Lobby)
575654,CMH Industrial Building,Level 1 Loading Bay Area (Lift Lobby)
619868,,Level 1 Inside Federal International 2000 Ltd Office (Near Maintenance Area)
534016,Heron Bay,Level 1 Clubhouse (Approach Security Officer)
609158,Oil States Industries (Asia) Pte Ltd,"Level 2 Office Building, Lift Lobby"
609158,,"Level 1 Warehouse, Near Toilet"
608968,Logos Penjuru Logistic Centre,"Level 1 Precise Development Pte Ltd, Outside Construction Site Office"
567711,,Level 4 Near Lift Lobby
567710,ST Engineering Hub,Level 7 Near Lift Lobby
609021,The Dovechem House,Level 1 Reception Lobby
99394,"Amara Sanctuary Resort, Sentosa",Level 1 Outside FCC
99395,"Amara Sanctuary Resort, Sentosa",Level 2 Gym Outside Executive Room
628554,,"Level 1 Voestalpine Specialty Metals, Reception Lobby"
619747,Singapore Wine Vault Building,Level 6 Lift Lobby
619491,CWT Distripark,Level 1 Guardroom
619491,CWT Distripark,Level 8 Lift Lobby (South Lobby)
609383,CWT Pandan Logistics Centre,Level 1 Guard Room
109679,Defence Technology Tower A,Level 1 Security Counter
109679,Defence Technology Tower A,Level 12 Gym
528887,Gimmill Building,Level 3 Gimmill Industrial Pte Ltd Office
629903,,"Level 1 Ingersoll Rand South East Asia, Inside Guardhouse (Approach Security For Assistance)"
409286,City Plaza,Level 1 Next To Information Counter
628051,,"Level 1 NSL Chemicals Limited, Inside Guardhouse (Approach Security For Assistance)"
618289,SEJ Food Hub,Level 1 Outside Smoking Room
618292,,"Level 1 Commonwealth Logistic II, Inside Guardhouse"
629978,,"Level 1 Hamworthy Pumps, On Warehouse Pillar (First Aid)"
619868,,Level 1 Federal Hardware Engineering Co Pte Ltd (Reception)
48543,The House Of Eden,Level 1 Lobby
128373,,"Level 1 MTQ Corporation Limited, Outside Office Building"
128373,,"Level 1 MTQ Corporation Limited, Workshop Outside QHSE Office"
637550,Tuas Biomedical Park II,Level 1 East Wing Lobby
638979,,Level 1 Reception Lobby
639931,,"Level 1 Panasonic Factory Solutions Asia Pacific, Security Office"
638722,,Level 1 Engineering Building Lobby
638722,,Level 1 Main Building Reception Area
638722,,Inside Paramedic Bag (Mobile AED)
639189,,Level 1 Reception Lobby Area
637657,,"Level 1 Pride-Chem Industries Pte Ltd, Inside Staff Room"
639334,,"Level 1 Office Block, Lobby Area"
638785,Superpet,Level 1 Office Lift Lobby
636976,,"Level 1 Inside Sick Bay, Near Reception Counter"
636976,,Level 1 Control Room Production Floor
629585,,Level 1 Inside Guardhouse (Approach Security For Assistance)
629824,,"Level 1 Block B, Office Lobby"
629414,,Level 1 Along Walkway To Canteen
629414,,"Level 1 Production Floor, Near Printer Area"
629414,,Level 1 Maintenance Workshop
629414,,"Level 1 PTS Building, Lobby Area"
637321,,"Level 1 3M Innovation Singapore, SG1 Corridor"
637321,,"Level 1 3M Innovation Singapore, Warehouse"
637321,,"Level 1 3M Innovation Singapore Building 1, Admin Office"
637321,,"Level 1 3M Innovation Singapore Building 2, Admin Office"
638434,,"Level 1 Jackway Convertor Industries, Passenger Lift Lobby"
486056,Nasaco Tech Centre,Level 1 Canteen
486056,Nasaco Tech Centre,Level 3 Cargo Lift Lobby
486056,Nasaco Tech Centre,Level 3 Office Area
486056,Nasaco Tech Centre,Level 4 Manufacturing Office Pantry
637447,,Level 1 Outside Vibrant Living Health Centre
637312,Logos Tuas Logistic Hub,"Level 1 Cells Building, Lobby Area (Block 2A)"
637312,Logos Tuas Logistic Hub,"Level 1 Modules Building, Outside Sick Bay (Block 3A)"
637312,Logos Tuas Logistic Hub,"Level 1 Mono Building, Outside Fire Command Centre (Block 1D)"
509011,,"Level 1 SATS Aero Laundry Pte Ltd, Production Floor"
628136,,"Level 1 CGNPC Solar-Biofuel Power, Office Pantry Area"
628875,,"Level 1 COS Printers, Main Lobby Beside Staircase"
628631,,Level 1 Floor Production Walk Way
628631,,Level 1 Staging Floor
629022,,Level 1 Reception Counter
629022,,"Level 5 Dormitory, Near Staircase"
627577,P+F GDC Building,Level 1 On Pillar Of Warehouse
627577,P+F GDC Building,Level 2 On Pillar Of Warehouse
627577,P+F GDC Building,Level 3 Outside First Aid Room
627577,P+F GDC Building,Level 4 Production Floor
627577,P+F GDC Building,"Level 5 Along Walkway, Near Canteen Entrance"
638784,,"Level 1 Penguin Shipyard International Limited, Reception Area"
638828,,"Level 1 Rotary Engineering Pte Ltd, Beside Reception Counter"
640610,,Level 1 Lift Lobby B
638776,,"Level 1 Sin Ghee Huat Corporation Pte Ltd, Reception Area"
627521,,Level 1 Banyan Caverns Storage Services (Central Control Room)
629616,DNV GL Laboratory,"Level 1 Reception Lobby, Near Staircase 2"
628341,,Level 1 Workshop Floor
139942,,"Level 1 Pepperl-Fuchs Asia, Inside Guardhouse"
139942,,"Level 2 Pepperl-Fuchs Asia, First Aid Room"
139942,,"Level 4 Pepperl-Fuchs Asia, On Pillar Along Office Walkway"
139942,,"Level 5 Pepperl-Fuchs Asia, On Pillar Of SMT Production Floor"
537098,Precise Tree,Level 1 Outside FCC
629895,,"Level 1 SABIC Innovative Plastics Singapore Pte Ltd, Inside Guardhouse (Approach Security For Assistance)"
649806,,"Level 1 On Pillar, Along Carpark Way"
649806,,Level 1 Outside Production Workshop
628508,,"Level 1 TTJ Design & Engineering, Near Workshop Entrance"
545677,Serangoon Stadium,Level 1 Stadium Main Entrance
627857,,Level 1 Bertschi Singapore Pte Ltd (Guard House)
627806,,Level 1 FCC/Control Station
627745,,Level 1 Unimatec Singapore Pte Ltd (Guard House)
628209,Pulau Seraya Power Station,Level 2 Steam Plant Control Room (Stage 1)
628209,Pulau Seraya Power Station,Level 2 Gas Plant Control Room (CCPP)
618311,,Level 1 Singapore Cement Manufacturing Co (Staircase Near Control Room)
469642,Bedok Stadium,Level 1 Next To Grounds Men Office
469643,Bedok Tennis Centre,Level 1 Tennis Court
628282,,Level 1 Inside Building (Near Pantry)
628283,,Level 1 Ethoxylates Manufacturing Pte Ltd (Admin Building)
627853,,Level 1 Mitsui Elastomers (S) Pte Ltd (Admin Building)
627853,,Level 1 Mitsui Elastomers (S) Pte Ltd (Central Control Room)
628277,,Level 1 PCS OLEFIN I Control Room
628277,,Level 1 PCS OLEFIN II Control Room
628277,,Level 1 PCS Commuter Entrance 1
628277,,Level 1 PCS Clinic
628277,,Level 1 PCS Contractor Office
628277,,Level 1 PCS Maintenance Building
628277,,Inside Ambulance
627807,,"Level 1 UT Singapore Services Pte Ltd, Central Control Room"
629607,,Level 1 Outside Guardhouse (Approach Security For Assistance)
629416,,Level 1 Reception Lobby
629533,,Level 1 Office Lobby
629570,,"Level 1 MHE-Demag Singapore, Reception Lobby"
499611,,Level 1 Behind Guard House Entrance
498770,,Level 1 Main Lobby Reception
498760,Changi Exhibition Centre,Level 1 Outside Function Room 5
498760,Changi Exhibition Centre,Level 1 Outside Function Room 3
498760,Changi Exhibition Centre,Level 1 Hall C Near West Side Toilet
498760,Changi Exhibition Centre,Level 1 Hall C Near East Side Toilet
738205,3M Innovation Centre,Level 1 Outside First Aid Room (Approach Security For Assistance)
738283,,"Level 2 Ardentec Singapore, Along Office Walkway"
758091,Barry Callebaut Industrial Chocolate Factory,Level 1 Guard House
629982,,"Level 1 Office, Near Reception Counter"
428769,Grand Mercure Roxy Hotel,Level 4 Lift Lobby
428769,Grand Mercure Roxy Hotel,Level 1 Security Office
399936,Dakota Residences,Level 1 Security Post (Approach Security Officer)
349331,,Level 1 Mustafa Warehouse (Security Counter)
539938,,Level 1 Singapore Technologies Aerospace (Outside Guard House)
528881,ABR Holding Ltd,Level 1 ABR Holdings Ltd (Passenger Lift Lobby)
469032,,Level 1 Lift Lobby
486018,UE Bizhub East,Level 7 International SOS Pte Ltd (Office)
486018,UE Bizhub East,Level 9 International SOS Pte Ltd (Office)
729061,43 Sungei Kadut Industrial Estate,Level 1 Reception Area
729940,Westlite Mandai Dormitory,Level 1 Security Checkpoint
369941,Malaysia Dairy Industries,Level 1 Next To Cargo Lift 2
529775,The Tropica,Level 1 Near Management Office
529775,The Tropica,Level 1 Clubhouse Security Counter (Approach Security Officer)
178879,Supreme Court Building,Level B1 Inside Gym
178879,Supreme Court Building,Level 1 Security Control Room
178879,Supreme Court Building,Level 1 Reception Counter
178879,Supreme Court Building,Level 4 Outside Court Chamber (4A)
68809,Oue Downtown 1,Level 4 OUE Downtown 1 Office Lobby
68815,Oue Downtown 2,Level 4 OUE Downtown 2 Office Lobby
68815,Oue Downtown 2,Level 1 OUE Downtown 2 FCC
69110,MND Complex,"Level 4 Family Justice Courts, Reception Counter"
49711,IOB Building,Level 1 Lift Lobby Security Counter
238163,Pan Pacific Serviced Suites,Level 1 FCC
